episode_id,days_of_week
447f82af6a1f8a2fd49140e3,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
4e333cc894d4b02bcdc93744,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
d4d6c6296ff621971e0d15db,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
0506af1b5f07ee4b28faff63,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
9a8a5eaa00cad7ed7bb57958,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
53a4e24af99d6536bc4c0cf3,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
d93d3440d7464c73203d9199,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
63d4574bdefe290fe3ff3793,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
e1d3bb901a6d7260caece331,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
387263b5916defa31529ee68,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
dc1d29b8b45054b7c78f3c2a,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
6ad910888121ed3024efe74a,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
70b38b3a2d2dcf7c627a11d0,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
7a9f8e29aacac67f788c05d0,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
4e023b5fe06b70ec437da72a,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
c180bbb4559a4323d298f805,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
cf2b613fc2950c74951fc5d0,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
0bc207925053b75ffbfe4ae1,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
ef62c5fb66e8adfe0aab3946,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
e07fa83b097f1f8b4dda159c,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
a2814ff1bc56097760ff6249,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
200dbd15e4fd0603e6f4c4ee,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
b6bd93df56181f66f83293c3,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
4fc3ea206a959beb5d8fac9b,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
b2cf9ca8eb8086257e1a7777,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
d3190302e2f22d2092209c8e,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
8137935d77398e4d93e5ecc2,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
b6e4124c76abb9677ed5180a,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
806d4ccc496ab12962749876,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
0ce2a75135edda8528122c64,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
5f452e7867345b730539da7e,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
e83bad98509a943ab2878845,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
395df3c08bcbed02af9add08,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
9a0849992cd9d73e66fc07ab,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
29a121966dce3f94a6a83745,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
c72bba25089b4add0ae62e47,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
eade8d8be0b1b025336f3196,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
7bd221cd4a6224310471e656,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
0ec4d067a01db7cc322f4e00,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
fca43da96e85dda776f7db7e,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
ac6b0a2fe5a1be5b62b6fd93,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
2dfdc28a75e40e013bf98ac5,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
d51435b05fbd9b6927f6f530,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
0c658d2dfefb06c600d4860e,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
3081cf9c0201b8a832f96af6,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
17f3d5e9a7ae0a1eef4be1fc,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
ed73397526f1bd42fc561922,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
c92e8a5a54c6f6b20debc900,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
3d6317c3008e37a13e2c1544,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
2b87c76afb5d49b656becbfc,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
37f70d5c971e3247a264d592,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
ca33fbce7fb7980696f2c930,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
5bc6089798c4159a18f89b76,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
2b8dd2beeb1d93376d6e3ec1,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
94335972171273b8ef961def,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
2d5fca2d72dcbda246542b8e,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
463251727d9e2b5756fb6f08,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
f6bfc3c9cef4eae8745b54b4,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
e7bdaa87dd79ab2130622f10,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
72f7fe02b05d53b93d4800a6,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
58738d15d27e7060db571e08,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
908233dd498326ea8447a565,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
335545b4b7450c272e63911e,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
31f5fc864d9dc75369225058,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
e14ca1c36ffcbe290a7c2368,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
e5a3beae0ec6a69db4955686,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
7dc628ea0b3542c8b2ae211c,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
838cc4a4e18674ce9550cc2a,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
3dfcfaa98a0e1d0eb28f2070,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
7527834be1904be0748137fc,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
8f627b9d7d99bf258cc8754c,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
45e935ee2823e01e2fea2e79,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
0700e922e90c0eaf6391f467,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
25b077d1c5ad36c7a94c37e2,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
28d9d5f3e468df4c9e807e5a,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
c8272c90dbcd74c1ca9719ef,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
7b63bce86b9950f3fb63dd29,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
4610bbe5b47fb73036fc7922,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
2b0796f7c1b8cef6a3cd5c55,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
6d3c997cefc572f6fbdbda63,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
99c5a851aff501f28d85f7a7,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
2c9370a4143f8e5f304c3143,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
da538b6455369f4c9dd9915f,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
0d778fbc591632a25731a336,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
1248901a97055e1d5a912e17,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
4590647104cfb5b1b02e25c5,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
09fc9f7bec6f5769d4067f26,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
0f3ab6290a5cbc2f7e0ff721,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
ab72ba31cffea30875351c85,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
f38ff43e56d53cb1b44ba551,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
da27745ccbe28e355493c2d8,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
2fb1e1a5a7e4a2a9637c643f,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
a1f3243ed2d88f6874ff83e5,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
5f008f763d2ccfaf4867fa11,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
6f75fdfefd1a7ca701456559,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
ac62e06c11da075a1c7be091,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
06b353c0132ecf45de710e84,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
88d86fb83a4bde3aff8e6107,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
5b379c0e55bce99913673cd9,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
c179f82a42d993d7b9160ac4,"Mon,Tue,Wed,Thu,Fri,Sat,Sun"
